site_id,ipv4
CLGSP00327A,10.147.81.255
CLGSP00329A,10.38.95.143
CLGSP00330A,10.38.95.144
CLGSP00331A,10.38.95.145
CLGSP00332A,10.147.82.0
CLGSP00334A,10.38.95.146
CLGSP00335A,10.38.95.151
CLGSP00337A,10.147.81.212
CLGSP00340A,10.38.95.147
CLGSP00341A,10.38.95.148
CLGSP00343A,10.38.95.149
CLGSP00344A,10.147.81.254
CLGSP00345A,10.147.81.250
CLGSP00349A,10.147.81.248
CLGSP00351A,10.147.81.246
CLGSP00352A,10.38.95.150
CLGSP00354A,10.147.81.243
CLGSP00355A,10.147.81.244
CLGSP00358A,10.147.81.249
CLGSP00362A,10.147.81.252
CLGSP00364A,10.147.81.253
CLRDU00004A,10.140.196.15
CLRDU00006A,10.140.196.88
CLRDU00007A,10.140.196.89
CLRDU00008A,10.140.196.90
CLRDU00009A,10.140.196.91
CLRDU00010A,10.140.196.92
CLRDU00011A,10.140.196.93
CLRDU00013A,10.140.196.95
CLRDU00015A,10.140.196.96
CLRDU00016A,10.140.196.97
CLRDU00019A,10.140.196.16
CLRDU00020A,10.140.196.102
CLRDU00021A,10.140.196.17
CLRDU00022A,10.140.196.18
CLRDU00023A,10.140.196.98
CLRDU00025A,10.140.196.99
CLRDU00027A,10.140.196.19
CLRDU00028A,10.140.196.94
CLRDU00029A,10.140.196.20
CLRDU00032A,10.140.196.100
CLRDU00034A,10.140.196.101
CLRDU00035A,10.140.196.103
CLRDU00037A,10.140.196.21
CLRDU00038A,10.140.196.104
CLRDU00043A,10.140.196.105
CLRDU00045A,10.140.196.106
CLRDU00049A,10.140.196.107
CLRDU00050A,10.140.196.108
CLRDU00051A,10.140.196.109
CLRDU00052A,10.140.196.110
CLRDU00053A,10.140.196.111
CLRDU00058A,10.140.196.22
CLRDU00060A,10.140.196.112
CLRDU00061A,10.140.196.113
CLRDU00063A,10.140.196.114
CLRDU00064A,10.140.196.115
CLRDU00065A,10.140.196.116
CLRDU00066A,10.140.196.117
CLRDU00068A,10.140.196.118
CLRDU00071A,10.140.196.119
CLRDU00073A,10.140.196.120
CLRDU00074A,10.140.196.121
CLRDU00075A,10.140.196.122
CLRDU00077A,10.140.196.123
CLRDU00079A,10.140.196.23
CLRDU00081A,10.140.197.177
CLRDU00083A,10.140.196.124
CLRDU00084A,10.140.196.125
CLRDU00085A,10.140.196.126
CLRDU00087A,10.140.196.127
CLRDU00088A,10.140.196.128
CLRDU00091A,10.140.196.129
CLRDU00094A,10.140.196.24
CLRDU00099A,10.140.196.130
CLRDU00100A,10.140.196.131
CLRDU00102A,10.140.196.132
CLRDU00103A,10.140.196.133
CLRDU00106A,10.140.196.134
CLRDU00113A,10.140.196.135
CLRDU00115A,10.140.196.136
CLRDU00117A,10.140.196.137
CLRDU00118A,10.140.196.25
CLRDU00119A,10.140.196.26
CLRDU00120A,10.140.196.27
CLRDU00121A,10.140.196.138
CLRDU00123A,10.140.196.139
CLRDU00125A,10.140.196.28
CLRDU00127A,10.140.196.140
CLRDU00128A,10.140.196.141
CLRDU00129A,10.140.196.142
CLRDU00130A,10.140.196.143
CLRDU00131A,10.140.196.144
CLRDU00132A,10.140.196.145
CLRDU00133A,10.140.196.146
CLRDU00134A,10.140.196.147
CLRDU00138A,10.140.196.29
CLRDU00139A,10.140.196.148
CLRDU00140A,10.140.196.149
CLRDU00141A,10.140.196.30
CLRDU00142A,10.140.196.150
CLRDU00144A,10.140.196.151
CLRDU00145A,10.140.196.152
CLRDU00146A,10.140.196.31
CLRDU00148A,10.140.196.153
CLRDU00149A,10.140.196.154
CLRDU00150A,10.140.196.155
CLRDU00152A,10.140.196.14
CLRDU00154A,10.140.196.156
CLRDU00155A,10.140.196.157
CLRDU00157A,10.140.196.158
CLRDU00158A,10.140.197.199
CLRDU00159A,10.140.196.159
CLRDU00160A,10.140.196.160
CLRDU00161A,10.140.196.161
CLRDU00162A,10.140.196.162
CLRDU00163A,10.140.196.163
CLRDU00164A,10.140.196.164
CLRDU00166A,10.140.196.165
CLRDU00167A,10.140.196.166
CLRDU00169A,10.140.196.167
CLRDU00170A,10.140.196.168
CLRDU00171A,10.140.196.169
CLRDU00172A,10.140.196.170
CLRDU00173A,10.140.196.171
CLRDU00174A,10.140.196.172
CLRDU00175A,10.140.196.173
CLRDU00176A,10.140.196.174
CLRDU00177A,10.140.196.175
CLRDU00179A,10.140.196.176
CLRDU00181A,10.140.196.177
CLRDU00182A,10.140.196.178
CLRDU00183A,10.140.196.179
CLRDU00184A,10.140.196.180
CLRDU00185A,10.140.196.181
CLRDU00186A,10.140.196.182
CLRDU00187A,10.140.196.183
CLRDU00189A,10.140.196.184
CLRDU00190A,10.140.196.185
CLRDU00191A,10.140.196.32
CLRDU00192A,10.140.196.33
CLRDU00193A,10.140.196.34
CLRDU00194A,10.140.196.186
CLRDU00195A,10.140.196.35
CLRDU00197A,10.140.196.187
CLRDU00198A,10.140.196.188
CLRDU00200A,10.140.196.36
CLRDU00201A,10.140.196.189
CLRDU00203A,10.140.196.190
CLRDU00204A,10.140.196.191
CLRDU00205A,10.140.196.37
CLRDU00207A,10.140.196.192
CLRDU00208A,10.140.196.193
CLRDU00211A,10.140.196.194
CLRDU00212A,10.140.196.195
CLRDU00213A,10.140.196.196
CLRDU00215A,10.140.196.197
CLRDU00217A,10.140.196.198
CLRDU00218A,10.140.196.199
CLRDU00220A,10.140.196.200
CLRDU00222A,10.140.196.201
CLRDU00223A,10.140.196.202
CLRDU00225A,10.140.196.203
CLRDU00226A,10.140.196.38
CLRDU00227A,10.140.196.39
CLRDU00228A,10.140.196.204
CLRDU00230A,10.140.196.205
CLRDU00231A,10.140.196.206
CLRDU00232A,10.140.196.207
CLRDU00233A,10.140.196.208
CLRDU00234A,10.140.196.209
CLRDU00235A,10.140.196.210
CLRDU00236A,10.140.196.211
CLRDU00237A,10.140.196.212
CLRDU00238A,10.140.196.213
CLRDU00239A,10.140.197.195
CLRDU00240A,10.140.196.214
CLRDU00241A,10.140.196.215
CLRDU00242A,10.140.196.216
CLRDU00245A,10.140.196.217
CLRDU00246A,10.140.196.218
CLRDU00247A,10.140.196.219
CLRDU00248A,10.140.196.40
CLRDU00249A,10.140.196.220
CLRDU00250A,10.140.196.221
CLRDU00251A,10.140.196.222
CLRDU00252A,10.140.196.223
CLRDU00253A,10.140.196.224
CLRDU00255A,10.140.196.225
CLRDU00256A,10.140.196.226
CLRDU00258A,10.140.196.227
CLRDU00261A,10.140.196.228
CLRDU00262A,10.140.196.229
CLRDU00263A,10.140.196.230
CLRDU00264A,10.140.196.231
CLRDU00265A,10.140.196.232
CLRDU00266A,10.140.196.233
CLRDU00267A,10.140.196.234
CLRDU00268A,10.140.196.235
CLRDU00270A,10.140.196.41
CLRDU00271A,10.140.196.236
CLRDU00272A,10.140.196.237
CLRDU00275A,10.140.196.238
CLRDU00277A,10.140.197.159
CLRDU00278A,10.140.196.239
CLRDU00279A,10.140.196.240
CLRDU00280A,10.140.196.241
CLRDU00281A,10.140.196.242
CLRDU00282A,10.140.196.243
CLRDU00284A,10.140.196.244
CLRDU00285A,10.140.196.245
CLRDU00286A,10.140.196.246
CLRDU00287A,10.140.196.247
CLRDU00288A,10.140.196.248
CLRDU00289A,10.140.196.42
CLRDU00290A,10.140.196.249
CLRDU00291A,10.140.196.250
CLRDU00292A,10.140.196.43
CLRDU00293A,10.140.196.44
CLRDU00294A,10.140.196.251
CLRDU00295A,10.140.196.252
CLRDU00297A,10.140.196.253
CLRDU00299A,10.140.196.254
CLRDU00300A,10.140.196.255
CLRDU00301A,10.140.197.0
CLRDU00302A,10.140.197.1
CLRDU00303A,10.140.197.2
CLRDU00304A,10.140.197.3
CLRDU00305A,10.140.197.4
CLRDU00306A,10.140.197.5
CLRDU00307A,10.140.197.6
CLRDU00309A,10.140.197.7
CLRDU00310A,10.140.197.8
CLRDU00311A,10.140.197.9
CLRDU00313A,10.140.197.10
CLRDU00314A,10.140.196.45
CLRDU00315A,10.140.197.11
CLRDU00319A,10.140.197.205
CLRDU00321A,10.140.197.155
CLRDU00323A,10.140.197.12
CLRDU00325A,10.140.196.46
CLRDU00326A,10.140.196.47
CLRDU00328A,10.140.197.14
CLRDU00331A,10.140.196.48
CLRDU00332A,10.140.197.15
CLRDU00333A,10.140.197.16
CLRDU00334A,10.140.197.17
CLRDU00335A,10.140.197.18
CLRDU00337A,10.140.197.203
CLRDU00339A,10.140.196.49
CLRDU00340A,10.140.196.50
CLRDU00341A,10.140.197.19
CLRDU00343A,10.140.196.51
CLRDU00344A,10.140.197.20
CLRDU00345A,10.140.197.21
CLRDU00346A,10.140.197.22
CLRDU00347A,10.140.197.23
CLRDU00348A,10.140.196.52
CLRDU00349A,10.140.197.24
CLRDU00350A,10.140.196.53
CLRDU00351A,10.140.197.25
CLRDU00353A,10.140.197.46
CLRDU00355A,10.140.197.47
CLRDU00357A,10.140.197.48
CLRDU00359A,10.140.196.54
CLRDU00363A,10.140.197.49
CLRDU00364A,10.140.196.55
CLRDU00365A,10.140.196.56
CLRDU00366A,10.140.197.50
CLRDU00368A,10.140.197.51
CLRDU00369A,10.140.197.185
CLRDU00370A,10.140.197.52
CLRDU00371A,10.140.197.53
CLRDU00372A,10.140.197.54
CLRDU00373A,10.140.196.57
CLRDU00375A,10.140.196.13
CLRDU00377A,10.140.197.55
CLRDU00383A,10.140.196.58
CLRDU00385A,10.140.197.56
CLRDU00386A,10.140.197.57
CLRDU00387A,10.140.196.59
CLRDU00388A,10.140.196.60
CLRDU00389A,10.140.196.61
CLRDU00390A,10.140.196.62
CLRDU00391A,10.140.196.63
CLRDU00392A,10.140.197.58
CLRDU00393A,10.140.196.64
CLRDU00394A,10.140.196.65
CLRDU00404A,10.140.197.59
CLRDU00405A,10.140.197.60
CLRDU00406A,10.140.197.61
CLRDU00407A,10.140.197.206
CLRDU00410A,10.140.197.62
CLRDU00457A,10.140.197.63
CLRDU00458A,10.140.197.64
CLRDU00462A,10.140.197.65
CLRDU00464A,10.140.197.66
CLRDU00465A,10.140.197.67
CLRDU00466A,10.140.197.68
CLRDU00467A,10.140.197.69
CLRDU00469A,10.140.197.200
CLRDU00470A,10.140.197.70
CLRDU00471A,10.140.197.71
CLRDU00474A,10.140.196.66
CLRDU00475A,10.140.197.72
CLRDU00476A,10.140.197.201
CLRDU00477A,10.140.197.73
CLRDU00478A,10.140.197.74
CLRDU00479A,10.140.197.75
CLRDU00480A,10.140.197.76
CLRDU00481A,10.140.197.77
CLRDU00483A,10.140.196.67
CLRDU00484A,10.140.197.78
CLRDU00486A,10.140.197.79
CLRDU00487A,10.140.196.68
CLRDU00489A,10.140.196.69
CLRDU00490A,10.140.197.80
CLRDU00491A,10.140.197.81
CLRDU00494A,10.140.197.82
CLRDU00496A,10.140.197.83
CLRDU00497A,10.140.197.84
CLRDU00499A,10.140.197.85
CLRDU00500A,10.140.197.86
CLRDU00502A,10.140.197.87
CLRDU00503A,10.140.196.70
CLRDU00506A,10.140.197.202
CLRDU00507A,10.140.197.88
CLRDU00508A,10.140.197.89
CLRDU00509A,10.140.197.90
CLRDU00511A,10.140.197.92
CLRDU00513A,10.140.197.93
CLRDU00515A,10.140.197.94
CLRDU00517A,10.140.197.95
CLRDU00519A,10.140.197.96
CLRDU00520A,10.140.197.97
CLRDU00521A,10.140.197.98
CLRDU00522A,10.140.197.99
CLRDU00523A,10.140.197.100
CLRDU00524A,10.140.197.101
CLRDU00525A,10.140.197.102
CLRDU00526A,10.140.197.103
CLRDU00527A,10.140.197.104
CLRDU00528A,10.140.197.105
CLRDU00529A,10.140.197.106
CLRDU00530A,10.140.197.107
CLRDU00531A,10.140.197.108
CLRDU00532A,10.140.197.109
CLRDU00533A,10.140.197.110
CLRDU00534A,10.140.197.111
CLRDU00535A,10.140.196.71
CLRDU00536A,10.140.197.186
CLRDU00538A,10.140.197.112
CLRDU00539A,10.140.197.113
CLRDU00540A,10.140.197.196
CLRDU00541A,10.140.197.198
CLRDU00542A,10.140.197.114
CLRDU00543A,10.140.197.115
CLRDU00546A,10.140.197.189
CLRDU00547A,10.140.197.116
CLRDU00549A,10.140.197.117
CLRDU00550A,10.140.197.118
CLRDU00551A,10.140.197.134
CLRDU00552A,10.140.197.119
CLRDU00554A,10.140.197.120
CLRDU00555A,10.140.197.26
CLRDU00556A,10.140.197.27
CLRDU00557A,10.140.197.28
CLRDU00558A,10.140.197.29
CLRDU00559A,10.140.197.30
CLRDU00560A,10.140.197.121
CLRDU00561A,10.140.197.31
CLRDU00562A,10.140.197.32
CLRDU00563A,10.140.197.33
CLRDU00564A,10.140.197.34
CLRDU00565A,10.140.197.35
CLRDU00566A,10.140.196.72
CLRDU00567A,10.140.196.73
CLRDU00568A,10.140.196.74
CLRDU00569A,10.140.197.187
CLRDU00570A,10.140.197.122
CLRDU00571A,10.140.197.123
CLRDU00572A,10.140.197.216
CLRDU00573A,10.140.197.124
CLRDU00574A,10.140.197.125
CLRDU00575A,10.140.197.126
CLRDU00577A,10.140.197.127
CLRDU00578A,10.140.197.128
CLRDU00580A,10.140.197.129
CLRDU00581A,10.140.196.75
CLRDU00582A,10.140.197.130
CLRDU00583A,10.140.197.131
CLRDU00584A,10.140.197.132
CLRDU00585A,10.140.197.133
CLRDU00586A,10.140.197.138
CLRDU00587A,10.140.197.139
CLRDU00588A,10.140.196.76
CLRDU00589A,10.140.197.190
CLRDU00590A,10.140.197.152
CLRDU00591A,10.140.197.188
CLRDU00592A,10.140.197.140
CLRDU00593A,10.140.197.141
CLRDU00597A,10.140.197.142
CLRDU00598A,10.140.197.143
CLRDU00599A,10.140.197.191
CLRDU00600A,10.140.197.192
CLRDU00601A,10.140.197.160
CLRDU00602A,10.140.196.77
CLRDU00603A,10.140.197.136
CLRDU00604A,10.140.197.178
CLRDU00605A,10.140.197.197
CLRDU00607A,10.140.197.153
CLRDU00608A,10.140.196.78
CLRDU00610A,10.140.197.161
CLRDU00611A,10.140.197.144
CLRDU00612A,10.140.197.145
CLRDU00613A,10.140.197.146
CLRDU00614A,10.140.197.147
CLRDU00615A,10.140.197.148
CLRDU00616A,10.140.197.149
CLRDU00617A,10.140.197.150
CLRDU00618A,10.140.197.193
CLRDU00620A,10.140.196.79
CLRDU00621A,10.140.197.180
CLRDU00622A,10.140.197.162
CLRDU00623A,10.140.197.156
CLRDU00624A,10.140.197.157
CLRDU00625A,10.140.197.154
CLRDU00626A,10.140.197.194
CLRDU00627A,10.140.197.179
CLRDU00628A,10.140.197.163
CLRDU00636A,10.140.196.80
CLRDU00637A,10.140.196.81
CLRDU00638A,10.140.197.181
CLRDU00639A,10.140.196.82
CLRDU00641A,10.140.196.83
CLRDU00642A,10.140.197.182
CLRDU00643A,10.140.197.158
CLRDU00644A,10.140.197.151
CLRDU00646A,10.140.197.183
CLRDU00647A,10.140.196.84
CLRDU00648A,10.140.197.164
CLRDU00655A,10.140.196.85
CLRDU00656A,10.140.196.86
CLRDU00659A,10.140.197.137
CLRDU00661A,10.140.197.165
CLRDU00662A,10.140.196.87
CLRDU00664A,10.140.197.166
CLRDU00666A,10.140.197.167
CLRDU00668A,10.140.197.168
CLRDU00672A,10.140.197.169
CLRDU00673A,10.140.197.170
CLRDU00674A,10.140.197.171
CLRDU00675A,10.140.197.172
CLRDU00676A,10.140.197.173
CLRDU00677A,10.140.197.174
CLRDU00678A,10.140.197.175
CLRDU00679A,10.140.197.176
CLRDU00681A,10.140.197.135
CLRDU00682A,10.140.197.184
CLRDU00684A,10.140.197.44
CLRDU00685A,10.140.197.43
CLRDU00686A,10.140.197.42
CLRDU00687A,10.140.197.41
CLRDU00688A,10.140.197.40
CLRDU00689A,10.140.197.39
CLRDU00690A,10.140.197.38
CLRDU00694A,10.140.197.37
CLRDU00699A,10.140.197.36
